timestamp,incr,state,speed,speed_Unit,CAN1: Dev. 1numberoccur,CAN1: Dev. 1errid,CAN1: Dev. 1firsttime,CAN1: Dev. 1lasttime,CAN1: Dev. 4numberoccur,CAN1: Dev. 4errid,CAN1: Dev. 4firsttime,CAN1: Dev. 4lasttime,CAN1: Dev. 3numberoccur,CAN1: Dev. 3errid,CAN1: Dev. 3firsttime,CAN1: Dev. 3lasttime,CAN1: Dev. 2numberoccur,CAN1: Dev. 2errid,CAN1: Dev. 2firsttime,CAN1: Dev. 2lasttime,CAN1: Dev. 5numberoccur,CAN1: Dev. 5errid,CAN1: Dev. 5firsttime,CAN1: Dev. 5lasttime,CAN1: Dev. 6numberoccur,CAN1: Dev. 6errid,CAN1: Dev. 6firsttime,CAN1: Dev. 6lasttime
2017-07-06T22:58:12.578,32452.0,started,537.6,ft/min,65,03000400,2017-05-30T10:06:22,2017-07-06T17:47:05,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,66,03000400,2017-05-30T10:06:34,2017-07-06T20:47:28
2017-07-06T22:59:12.578,61535.0,started,537.6,ft/min,65,03000400,2017-05-30T10:06:22,2017-07-06T17:47:05,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,66,03000400,2017-05-30T10:06:34,2017-07-06T20:47:28
2017-07-06T23:00:12.578,25037.0,started,538.78,ft/min,65,03000400,2017-05-30T10:06:22,2017-07-06T17:47:05,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,66,03000400,2017-05-30T10:06:34,2017-07-06T20:47:28
2017-07-06T23:01:12.578,54089.0,started,538.78,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:02:12.582,17592.0,started,538.78,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:02:20.809,35606.0,stopped,0.0,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:02:29.841,36102.0,started,246.85,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:03:12.578,18670.0,started,538.39,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:04:12.582,47783.0,started,538.39,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:05:12.583,11285.0,started,538.39,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:06:12.583,40352.0,started,538.39,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:07:12.583,3885.0,started,538.39,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:08:12.583,32908.0,started,538.39,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:09:12.583,61976.0,started,538.39,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:10:12.583,25508.0,started,538.39,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:11:12.583,54531.0,started,538.39,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:12:12.583,18048.0,started,540.75,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:13:12.583,47100.0,started,540.55,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:14:12.583,10633.0,started,539.37,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:15:12.592,39671.0,started,539.37,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:16:12.603,3173.0,started,539.37,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:17:12.592,32211.0,started,534.65,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:18:12.592,61279.0,started,539.37,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:19:12.592,24766.0,started,539.37,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:20:12.592,53773.0,started,539.37,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:21:12.592,17276.0,started,539.37,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:22:12.592,46254.0,started,539.37,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:23:12.592,9710.0,started,539.37,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
2017-07-06T23:23:54.955,52909.0,stopped,0.0,ft/min,66,03000400,2017-05-30T10:06:22,2017-07-06T23:01:00,65,03000400,2017-05-30T10:06:25,2017-07-06T19:38:48,61,03000400,2017-05-30T10:06:29,2017-07-06T20:22:40,56,03000400,2017-05-30T10:06:31,2017-07-06T20:47:28,63,03000400,2017-05-30T10:06:33,2017-07-06T20:47:30,68,03000400,2017-05-30T10:06:34,2017-07-06T23:01:02
